measurement_date,upstream_water_level,downstream_water_level,inflow_rate,outflow_rate
'2016 Nov 10',174.87,65.58,15500.00,14000.00
'2016 Nov 11',174.78,65.51,13500.00,15700.00
'2016 Nov 12',174.69,65.89,12000.00,14500.00
'2016 Nov 13',174.55,64.59,11200.00,14100.00
'2016 Nov 14',174.37,64.86,10500.00,13800.00
'2016 Nov 15',174.13,64.86,9900.00,13300.00
'2016 Nov 16',173.88,64.84,10000.00,13300.00
'2016 Nov 17',173.82,65.22,9000.00,11500.00
'2016 Nov 18',173.87,64.41,8800.00,10200.00
'2016 Nov 19',173.87,64.54,8700.00,9560.00
'2016 Nov 20',173.89,64.79,8600.00,9570.00
'2016 Nov 21',173.83,65.16,8200.00,9620.00
'2016 Nov 22',173.76,64.70,7700.00,9870.00
'2016 Nov 23',173.86,65.02,7300.00,8370.00
'2016 Nov 24',174.05,64.98,7700.00,7230.00
'2016 Nov 25',174.21,64.85,8000.00,7210.00
'2016 Nov 26',174.56,64.82,8300.00,7190.00
'2016 Nov 27',174.64,64.91,8500.00,7300.00
'2016 Nov 28',174.68,64.86,7800.00,7360.00
'2016 Nov 29',174.76,65.12,7800.00,7370.00
'2016 Nov 30',174.72,65.44,7400.00,8610.00
'2016 Dec 01',174.62,65.33,7300.00,9830.00
'2016 Dec 02',174.51,65.33,7300.00,9840.00
'2016 Dec 03',174.50,65.06,7500.00,8960.00
'2016 Dec 04',174.47,65.27,7300.00,8960.00
'2016 Dec 05',174.42,65.17,7300.00,8960.00
'2016 Dec 06',174.28,65.32,6900.00,8970.00
'2016 Dec 07',174.23,64.62,6700.00,8930.00
'2016 Dec 08',174.16,64.57,6500.00,8500.00
'2016 Dec 09',173.99,64.93,6200.00,8620.00
'2016 Dec 10',173.63,64.97,6200.00,8620.00
'2016 Dec 11',173.72,64.65,6200.00,8620.00
'2016 Dec 12',173.65,64.75,6100.00,8630.00
'2016 Dec 13',173.50,64.53,6000.00,8180.00
'2016 Dec 14',173.38,64.51,5900.00,8210.00
'2016 Dec 15',173.32,64.86,5900.00,7420.00
'2016 Dec 16',173.24,64.80,5800.00,7420.00
'2016 Dec 17',173.14,64.72,5800.00,7420.00
'2016 Dec 18',173.06,64.43,5900.00,7400.00
'2016 Dec 19',172.95,64.36,5900.00,7410.00
'2016 Dec 20',172.79,64.79,5800.00,7440.00
'2016 Dec 21',172.79,64.99,5800.00,7460.00
'2016 Dec 22',172.66,64.79,5800.00,7460.00
'2016 Dec 23',172.59,64.86,5900.00,6400.00
'2016 Dec 24',172.53,64.89,5800.00,6410.00
'2016 Dec 25',172.51,64.80,5600.00,6410.00
'2016 Dec 26',172.51,64.94,5600.00,6410.00
'2016 Dec 27',172.47,64.71,5700.00,6220.00
'2016 Dec 28',172.45,64.79,5800.00,6220.00
'2016 Dec 29',172.35,64.78,5800.00,7030.00
'2016 Dec 30',172.26,65.14,5800.00,7070.00
'2016 Dec 31',173.20,65.18,5800.00,6270.00
'2017 Jan 01',172.18,64.77,5700.00,6240.00
'2017 Jan 02',172.10,64.89,5300.00,6260.00
'2017 Jan 03',172.00,65.02,5000.00,6270.00
'2017 Jan 04',171.89,65.02,4950.00,6290.00
'2017 Jan 05',171.77,64.67,5200.00,6260.00
'2017 Jan 06',171.74,64.76,5500.00,6270.00
'2017 Jan 07',171.77,64.92,5500.00,6270.00
'2017 Jan 08',171.73,65.00,5900.00,6290.00
'2017 Jan 09',171.64,64.96,5200.00,6290.00
'2017 Jan 10',171.54,64.79,5200.00,6280.00
'2017 Jan 11',171.52,64.77,5400.00,6280.00
'2017 Jan 12',171.53,64.75,5600.00,6280.00
'2017 Jan 13',171.49,64.85,5500.00,6290.00
'2017 Jan 14',171.39,64.98,5300.00,6830.00
'2017 Jan 15',171.29,64.85,4900.00,6840.00
'2017 Jan 16',171.14,65.00,5200.00,6840.00
'2017 Jan 17',171.12,64.92,5200.00,5510.00
'2017 Jan 18',170.99,64.82,5300.00,7030.00
'2017 Jan 19',170.87,64.26,5500.00,7010.00
'2017 Jan 20',170.76,64.87,5700.00,6860.00
'2017 Jan 21',170.79,64.71,5700.00,6850.00
'2017 Jan 22',170.71,64.54,5700.00,6850.00
'2017 Jan 23',170.70,64.55,5500.00,6850.00
'2017 Jan 24',170.61,64.85,5600.00,6890.00
'2017 Jan 25',170.52,65.54,5400.00,6910.00
'2017 Jan 26',170.44,65.74,5400.00,6930.00
'2017 Jan 27',170.26,65.93,4700.00,7320.00
'2017 Jan 28',170.05,65.90,4500.00,7340.00
'2017 Jan 29',170.90,65.86,4500.00,7330.00
'2017 Jan 30',170.67,65.84,4600.00,7350.00
'2017 Jan 31',169.55,65.96,4500.00,7360.00
'2017 Feb 01',169.33,65.86,4500.00,7380.00
'2017 Feb 02',169.17,65.86,4500.00,7380.00
'2017 Feb 03',169.02,65.90,4400.00,5640.00
'2017 Feb 04',168.88,65.42,4400.00,6460.00
'2017 Feb 05',168.65,65.29,4400.00,6460.00
'2017 Feb 06',168.43,66.39,4400.00,7400.00
'2017 Feb 07',168.33,66.43,5200.00,6490.00
'2017 Feb 08',168.24,65.57,4800.00,6500.00
'2017 Feb 09',168.14,64.96,5200.00,6520.00
'2017 Feb 10',168.13,65.55,5400.00,6510.00
'2017 Feb 11',168.12,65.37,5600.00,6490.00
'2017 Feb 12',168.10,65.04,5800.00,6480.00
'2017 Feb 13',168.04,64.51,5900.00,7020.00
'2017 Feb 14',168.05,65.55,6100.00,7060.00
'2017 Feb 15',167.97,64.58,6100.00,7090.00
'2017 Feb 16',167.96,64.95,6000.00,7030.00
'2017 Feb 17',167.82,64.58,5900.00,7010.00
'2017 Feb 18',167.69,65.79,5800.00,7040.00
'2017 Feb 19',167.66,64.88,5900.00,6710.00
'2017 Feb 20',167.43,65.35,5700.00,7100.00
'2017 Feb 21',167.43,65.73,5700.00,7130.00
'2017 Feb 22',167.48,65.43,6000.00,7050.00
'2017 Feb 23',167.51,64.04,6200.00,5700.00
'2017 Feb 24',167.50,65.60,6500.00,7110.00
'2017 Feb 25',167.53,65.40,6800.00,7340.00
'2017 Feb 26',167.28,64.42,6200.00,7820.00
'2017 Feb 27',167.84,64.84,6200.00,7820.00
'2017 Feb 28',167.14,65.36,6200.00,7870.00
'2017 Mar 01',166.96,65.66,6200.00,7890.00
'2017 Mar 02',166.83,65.33,6200.00,7870.00
'2017 Mar 03',166.75,65.07,6200.00,7860.00
'2017 Mar 04',166.63,65.41,6200.00,7890.00
'2017 Mar 05',166.53,65.48,6100.00,7910.00
'2017 Mar 06',166.40,65.42,6100.00,7900.00
'2017 Mar 07',166.27,65.43,6100.00,7910.00
'2017 Mar 08',166.15,65.16,6300.00,7910.00
'2017 Mar 09',166.05,64.38,6750.00,7860.00
'2017 Mar 10',166.01,64.80,6600.00,7890.00
'2017 Mar 11',165.93,64.91,6550.00,7910.00
'2017 Mar 12',165.89,64.93,6900.00,7900.00
'2017 Mar 13',165.87,65.08,7800.00,7920.00
'2017 Mar 14',165.96,65.07,7800.00,7910.00
'2017 Mar 15',166.07,64.90,7800.00,7900.00
'2017 Mar 16',166.21,64.95,8000.00,7890.00
'2017 Mar 17',166.32,65.21,8200.00,7900.00
'2017 Mar 18',166.37,65.28,6300.00,8460.00
'2017 Mar 19',166.39,65.30,6700.00,8460.00
'2017 Mar 20',166.34,65.42,7800.00,8470.00
'2017 Mar 21',165.16,65.61,6300.00,8980.00
'2017 Mar 22',165.95,64.42,6400.00,8920.00
'2017 Mar 23',165.70,64.77,6400.00,9010.00
'2017 Mar 24',165.56,65.46,6400.00,9030.00
'2017 Mar 25',165.33,65.55,6100.00,9050.00
'2017 Mar 26',165.06,65.28,6100.00,9050.00
'2017 Mar 27',164.84,65.42,6300.00,9090.00
'2017 Mar 28',164.61,65.61,6600.00,9120.00
'2017 Mar 29',164.34,65.59,6400.00,9700.00
'2017 Mar 30',164.13,65.34,6800.00,9690.00
'2017 Mar 31',163.84,65.86,6300.00,9770.00
'2017 Apr 01',163.54,65.78,6300.00,9820.00
'2017 Apr 02',163.32,65.84,6600.00,9840.00
'2017 Apr 03',163.02,66.09,6300.00,9910.00
'2017 Apr 04',162.76,65.50,6300.00,9880.00
'2017 Apr 05',162.10,66.00,6300.00,9880.00
'2017 Apr 06',162.07,65.39,6300.00,7960.00
'2017 Apr 07',161.75,65.15,6300.00,7700.00
'2017 Apr 08',161.74,65.71,8500.00,9500.00
'2017 Apr 09',161.99,65.78,12000.00,9480.00
'2017 Apr 10',162.22,65.74,10000.00,9470.00
'2017 Apr 11',162.35,65.20,9100.00,9930.00
'2017 Apr 12',162.15,64.29,9500.00,10900.00
'2017 Apr 13',162.24,65.13,9500.00,8890.00
'2017 Apr 14',,,,
'2017 Apr 15',,,,
'2017 Apr 16',,,,
'2017 Apr 17',,,,
'2017 Apr 18',,,,
'2017 Apr 19',,,,
'2017 Apr 20',,,,
'2017 Apr 21',,,,
'2017 Apr 22',,,,
'2017 Apr 23',,,,
'2017 Apr 24',,,,
'2017 Apr 25',,,,
'2017 Apr 26',,,,
'2017 Apr 27',,,,
'2017 Apr 28',,,,
'2017 Apr 29',,,,
'2017 Apr 30',,,,
'2017 May 01',160.28,64.49,10500.00,12400.00
'2017 May 02',160.03,64.30,9500.00,12400.00
'2017 May 03',159.79,64.55,14000.00,13900.00
'2017 May 04',159.76,64.67,13500.00,13900.00
'2017 May 05',159.92,64.64,14000.00,13500.00
'2017 May 06',159.83,64.76,13000.00,13200.00
'2017 May 07',159.73,64.64,12500.00,14100.00
'2017 May 08',159.43,64.51,11500.00,14900.00
'2017 May 09',159.20,64.60,11500.00,16000.00
'2017 May 10',158.55,64.57,10000.00,16200.00
'2017 May 11',158.38,66.50,19500.00,19200.00
'2017 May 12',158.11,66.31,13500.00,19100.00
'2017 May 13',157.51,66.76,12800.00,19000.00
'2017 May 14',156.98,65.11,12000.00,18000.00
'2017 May 15',156.40,64.86,14000.00,13500.00
'2017 May 16',155.72,65.06,13000.00,13200.00
'2017 May 17',155.02,64.94,10000.00,17300.00
'2017 May 18',154.29,64.51,10000.00,17700.00
'2017 May 19',153.81,65.20,10000.00,15600.00
'2017 May 20',153.68,65.20,10500.00,11200.00
'2017 May 21',153.30,65.07,10600.00,13400.00
'2017 May 22',152.86,65.29,13500.00,15100.00
'2017 May 23',152.63,66.76,13000.00,15500.00
'2017 May 24',150.88,65.43,12400.00,18700.00
'2017 May 25',151.28,64.64,12100.00,18800.00
'2017 May 26',152.14,64.92,12200.00,16600.00
'2017 May 27',150.70,64.95,12200.00,15000.00
'2017 May 28',150.30,64.31,11200.00,15200.00
'2017 May 29',149.98,65.20,10800.00,14500.00
'2017 May 30',149.52,65.38,9800.00,14500.00
'2017 May 31',148.65,65.77,9900.00,16600.00
'2017 Jun 01',148.00,64.90,9200.00,9200.00
'2017 Jun 02',147.55,64.21,9000.00,13500.00
'2017 Jun 03',147.14,65.27,9600.00,13900.00
'2017 Jun 04',146.92,65.46,15000.00,14200.00
'2017 Jun 05',147.57,64.49,16000.00,14500.00
'2017 Jun 06',147.05,65.29,15000.00,18700.00
'2017 Jun 07',146.61,65.06,15000.00,19500.00
'2017 Jun 08',145.03,65.16,14800.00,19800.00
'2017 Jun 09',145.26,65.40,16500.00,20300.00
'2017 Jun 10',145.19,65.30,19000.00,20000.00
'2017 Jun 11',145.60,65.56,16500.00,17700.00
'2017 Jun 12',145.70,65.59,16500.00,17900.00
'2017 Jun 13',145.52,65.29,16500.00,20800.00
'2017 Jun 14',145.09,65.29,16000.00,20500.00
'2017 Jun 15',145.63,64.98,19000.00,17800.00
'2017 Jun 16',145.92,65.31,23000.00,19500.00
'2017 Jun 17',145.85,67.65,23500.00,24700.00
'2017 Jun 18',145.22,67.65,23000.00,24500.00
'2017 Jun 19',145.96,67.84,20000.00,24600.00
'2017 Jun 20',145.51,67.69,19500.00,24200.00
'2017 Jun 21',145.88,65.30,17500.00,19600.00
'2017 Jun 22',145.70,65.49,17300.00,19700.00
'2017 Jun 23',145.33,65.90,17000.00,22600.00
'2017 Jun 24',145.12,65.89,20000.00,20800.00
'2017 Jun 25',145.22,67.25,21500.00,21200.00
'2017 Jun 26',145.51,67.15,25500.00,22300.00
'2017 Jun 27',145.51,68.01,26000.00,26700.00
'2017 Jun 28',145.43,68.19,25000.00,27400.00
'2017 Jun 29',145.17,67.87,24500.00,28000.00
'2017 Jun 30',145.50,67.98,23800.00,26100.00
'2017 Jul 01',145.93,66.43,26000.00,18400.00
'2017 Jul 02',148.70,64.46,24300.00,9940.00
'2017 Jul 03',150.93,64.01,18000.00,7670.00
'2017 Jul 04',152.38,65.11,17500.00,8020.00
'2017 Jul 05',153.62,64.84,17500.00,7890.00
'2017 Jul 06',154.34,65.15,16500.00,13700.00
'2017 Jul 07',155.42,65.67,32000.00,17200.00
'2017 Jul 08',156.33,66.88,31000.00,22000.00
'2017 Jul 09',156.91,68.16,28500.00,25700.00
'2017 Jul 10',156.50,68.52,23500.00,28500.00
'2017 Jul 11',155.62,68.50,22500.00,29000.00
'2017 Jul 12',154.85,68.65,23000.00,29500.00
'2017 Jul 13',154.09,68.41,22500.00,29000.00
'2017 Jul 14',153.85,68.37,26000.00,27800.00
'2017 Jul 15',,,,
'2017 Jul 16',,,,
'2017 Jul 17',,,,
'2017 Jul 18',,,,
'2017 Jul 19',,,,
'2017 Jul 20',,,,
'2017 Jul 21',,,,
'2017 Jul 22',,,,
'2017 Jul 23',,,,
'2017 Jul 24',,,,
'2017 Jul 25',,,,
'2017 Jul 26',,,,
'2017 Jul 27',,,,
'2017 Jul 28',,,,
'2017 Jul 29',,,,
'2017 Jul 30',,,,
'2017 Jul 31',,,,
'2017 Aug 01',146.00,67.00,17500.00,19000.00
'2017 Aug 02',145.91,66.03,15500.00,18000.00
'2017 Aug 03',145.78,65.60,14800.00,17100.00
'2017 Aug 04',145.57,65.54,14500.00,17100.00
'2017 Aug 05',145.18,65.65,15500.00,15400.00
'2017 Aug 06',146.16,65.32,16500.00,15200.00
'2017 Aug 07',146.25,65.76,17000.00,17000.00
'2017 Aug 08',146.18,67.30,21000.00,20300.00
'2017 Aug 09',145.93,67.60,20500.00,20500.00
'2017 Aug 10',146.42,67.30,24000.00,20200.00
'2017 Aug 11',147.38,67.17,19500.00,19100.00
'2017 Aug 12',147.46,66.89,18200.00,29500.00
'2017 Aug 13',147.36,67.12,18200.00,19100.00
'2017 Aug 14',147.14,67.66,17500.00,20100.00
'2017 Aug 15',147.81,67.50,17000.00,21700.00
'2017 Aug 16',146.39,67.60,17000.00,22000.00
'2017 Aug 17',146.06,67.66,17500.00,22100.00
'2017 Aug 18',146.18,67.30,21000.00,20300.00
'2017 Aug 19',146.13,65.90,18200.00,19600.00
'2017 Aug 20',146.32,65.11,18200.00,19300.00
'2017 Aug 21',146.36,67.44,18300.00,21200.00
'2017 Aug 22',146.41,67.15,18800.00,20800.00
'2017 Aug 23',146.63,65.47,19000.00,20300.00
'2017 Aug 24',146.89,66.68,19500.00,20500.00
'2017 Aug 25',147.18,65.47,17000.00,21700.00
'2017 Aug 26',147.26,67.43,17000.00,22000.00
'2017 Aug 27',148.48,67.55,31000.00,22400.00
'2017 Aug 28',149.54,68.08,27000.00,27100.00
'2017 Aug 29',150.29,68.08,25000.00,25700.00
'2017 Aug 30',150.04,68.30,27000.00,27800.00
'2017 Aug 31',150.18,68.27,29000.00,27200.00
'2017 Sep 01',150.27,68.22,22000.00,27100.00
'2017 Sep 02',150.50,67.83,25500.00,24600.00
'2017 Sep 03',151.02,67.80,22000.00,23000.00
'2017 Sep 04',151.10,67.89,20500.00,24000.00
'2017 Sep 05',151.28,67.61,18300.00,22200.00
'2017 Sep 06',151.24,67.52,18000.00,22100.00
'2017 Sep 07',151.52,65.49,21000.00,19400.00
'2017 Sep 08',151.10,65.73,21000.00,19300.00
'2017 Sep 09',152.91,65.45,25000.00,19300.00
'2017 Sep 10',155.47,65.09,24000.00,18600.00
'2017 Sep 11',157.51,64.98,19500.00,18800.00
'2017 Sep 12',159.56,65.07,18200.00,19200.00
'2017 Sep 13',160.78,65.19,18200.00,19500.00
'2017 Sep 14',161.75,65.49,17500.00,19400.00
'2017 Sep 15',162.40,65.29,20500.00,19200.00
'2017 Sep 16',162.64,65.32,18000.00,22100.00
'2017 Sep 17',162.69,65.19,17500.00,19100.00
'2017 Sep 18',162.71,65.29,17800.00,19200.00
'2017 Sep 19',162.74,64.97,18000.00,19100.00
'2017 Sep 20',163.02,65.02,17500.00,15800.00
'2017 Sep 21',163.16,65.28,16500.00,17700.00
'2017 Sep 22',163.28,65.06,16600.00,17700.00
'2017 Sep 23',163.54,64.87,17500.00,17600.00
'2017 Sep 24',164.27,65.10,23000.00,17500.00
'2017 Sep 25',164.71,65.02,19000.00,18000.00
'2017 Sep 26',164.71,67.65,20500.00,22000.00
'2017 Sep 27',165.57,68.08,34000.00,21900.00
'2017 Sep 28',165.87,68.08,26500.00,25000.00
'2017 Sep 29',166.14,68.14,27500.00,25000.00
'2017 Sep 30',166.82,66.22,23000.00,14000.00
'2017 Oct 01',167.19,65.78,20500.00,16700.00
'2017 Oct 02',168.02,65.78,20000.00,14500.00
'2017 Oct 03',168.74,65.31,22000.00,23000.00
'2017 Oct 04',170.53,64.95,31000.00,17600.00
'2017 Oct 05',171.71,67.82,33500.00,23600.00
'2017 Oct 06',172.39,68.58,30000.00,28500.00
'2017 Oct 07',172.33,68.50,25000.00,28500.00
'2017 Oct 08',172.15,67.95,22000.00,24300.00
'2017 Oct 09',172.01,67.72,19500.00,23500.00
'2017 Oct 10',171.64,67.79,20000.00,23600.00
'2017 Oct 11',171.68,67.83,25000.00,23600.00
'2017 Oct 12',172.58,67.77,3000.00,23400.00
'2017 Oct 13',172.99,67.83,26600.00,23300.00
'2017 Oct 14',173.78,67.38,28000.00,22500.00
'2017 Oct 15',174.08,67.90,23500.00,23100.00
'2017 Oct 16',174.02,67.66,20000.00,23100.00
'2017 Oct 17',173.76,67.56,20100.00,23100.00
'2017 Oct 18',173.95,67.35,21500.00,20300.00
'2017 Oct 19',174.51,66.85,21000.00,15800.00
'2017 Oct 20',174.82,66.86,20000.00,15800.00
'2017 Oct 21',174.71,67.64,19500.00,17400.00
'2017 Oct 22',174.33,67.26,17500.00,22900.00
'2017 Oct 23',173.95,67.43,19000.00,23000.00
'2017 Oct 24',174.33,66.64,21000.00,17100.00
'2017 Oct 25',174.48,67.15,19000.00,18500.00
'2017 Oct 26',174.57,67.23,19000.00,20100.00
'2017 Oct 27',174.40,67.45,17000.00,21400.00
'2017 Oct 28',174.31,67.32,18000.00,19300.00
'2017 Oct 29',174.10,66.87,16000.00,18900.00
'2017 Oct 30',173.85,67.20,15000.00,19600.00
'2017 Oct 31',173.64,67.07,14000.00,18300.00
'2017 Nov 01',173.56,65.28,13200.00,16900.00
'2017 Nov 02',173.90,64.37,13200.00,11500.00
'2017 Nov 03',173.92,65.25,13200.00,13100.00
'2017 Nov 04',173.93,65.06,12500.00,13000.00
'2017 Nov 05',173.95,64.99,12500.00,13000.00
'2017 Nov 06',173.94,64.52,12200.00,14300.00
'2017 Nov 07',173.98,64.78,11000.00,12000.00
'2017 Nov 08',174.07,64.24,11200.00,10400.00
'2017 Nov 09',174.10,64.63,10600.00,10500.00
'2017 Nov 10',174.07,64.95,9200.00,10500.00
'2017 Nov 11',174.06,65.08,9200.00,9500.00
'2017 Nov 12',174.02,64.85,8600.00,9530.00
'2017 Nov 13',173.92,64.87,8300.00,10500.00
'2017 Nov 14',173.88,65.15,8300.00,9290.00
'2017 Nov 15',173.86,65.23,8500.00,8750.00
'2017 Nov 16',173.92,65.27,8500.00,8740.00
'2017 Nov 17',173.92,64.32,9600.00,8670.00
'2017 Nov 18',174.22,64.12,9600.00,8640.00
'2017 Nov 19',174.34,64.16,9000.00,8630.00
'2017 Nov 20',174.46,64.25,8930.00,8690.00
'2017 Nov 21',174.50,64.05,9200.00,9240.00
'2017 Nov 22',174.53,63.99,10200.00,9240.00
'2017 Nov 23',174.57,64.15,10500.00,10700.00
'2017 Nov 24',174.63,64.35,10500.00,10700.00
'2017 Nov 25',174.70,64.28,10500.00,10700.00
'2017 Nov 26',174.61,64.25,9500.00,10700.00
'2017 Nov 27',174.45,64.29,8600.00,10700.00
'2017 Nov 28',174.37,64.05,8500.00,9680.00
'2017 Nov 29',174.24,64.16,8000.00,9690.00
'2017 Nov 30',174.03,64.09,6800.00,9710.00
'2017 Dec 01',173.94,64.20,7000.00,8890.00
'2017 Dec 02',173.83,64.24,7000.00,8910.00
'2017 Dec 03',173.69,64.19,6500.00,8910.00
'2017 Dec 04',173.44,64.16,6200.00,8930.00
'2017 Dec 05',173.19,63.82,6000.00,8660.00
'2017 Dec 06',173.04,63.85,5900.00,8630.00
'2017 Dec 07',172.94,64.07,6500.00,8210.00
'2017 Dec 08',172.92,64.31,7000.00,8160.00
'2017 Dec 09',172.92,64.93,6800.00,6820.00
'2017 Dec 10',172.94,65.17,6500.00,6850.00
'2017 Dec 11',172.97,65.40,6500.00,6840.00
'2017 Dec 12',172.96,65.33,6500.00,6830.00
'2017 Dec 13',172.95,65.17,6500.00,6850.00
'2017 Dec 14',172.94,65.11,6500.00,6830.00
'2017 Dec 15',172.94,65.32,6500.00,6810.00
'2017 Dec 16',172.96,65.42,6500.00,6840.00
'2017 Dec 17',172.95,65.35,6600.00,6870.00
'2017 Dec 18',172.96,65.60,6700.00,6870.00
'2017 Dec 19',173.06,65.55,6900.00,6870.00
'2017 Dec 20',173.11,65.52,7000.00,6870.00
'2017 Dec 21',173.16,65.66,7500.00,6830.00
'2017 Dec 22',173.32,65.48,7600.00,6830.00
'2017 Dec 23',173.44,65.45,7600.00,6840.00
'2017 Dec 24',173.57,65.47,7600.00,6840.00
'2017 Dec 25',173.64,65.66,7600.00,6830.00
'2017 Dec 26',173.77,65.58,7200.00,6840.00
'2017 Dec 27',173.73,65.55,7000.00,7210.00
'2017 Dec 28',173.72,65.60,6900.00,7750.00
'2017 Dec 29',173.74,65.58,6700.00,7780.00
'2017 Dec 30',173.73,65.58,6500.00,7780.00
'2017 Dec 31',173.63,65.56,6600.00,7780.00
'2018 Jan 01',173.61,65.64,6600.00,7790.00
'2018 Jan 02',173.54,65.82,6300.00,7800.00
'2018 Jan 03',173.74,65.74,6000.00,7090.00
'2018 Jan 04',173.42,65.09,6000.00,7070.00
'2018 Jan 05',173.26,65.70,6000.00,7030.00
'2018 Jan 06',173.20,65.69,6000.00,8540.00
'2018 Jan 07',173.10,65.71,6100.00,9250.00
'2018 Jan 08',173.11,65.53,6200.00,8530.00
'2018 Jan 09',173.03,65.30,6400.00,8520.00
'2018 Jan 10',172.95,65.67,7000.00,9120.00
'2018 Jan 11',172.89,65.50,7000.00,9070.00
'2018 Jan 12',172.87,64.70,7200.00,8490.00
'2018 Jan 13',172.90,64.82,7200.00,8480.00
'2018 Jan 14',172.88,64.87,6900.00,8500.00
'2018 Jan 15',172.79,64.70,6600.00,8480.00
'2018 Jan 16',172.80,64.73,6400.00,7880.00
'2018 Jan 17',172.70,64.98,6700.00,7810.00
'2018 Jan 18',172.69,65.02,7000.00,7820.00
'2018 Jan 19',172.74,65.02,7000.00,7820.00
'2018 Jan 20',172.72,65.24,7000.00,7830.00
'2018 Jan 21',172.76,65.24,7000.00,7830.00
'2018 Jan 22',172.67,65.59,6600.00,9120.00
'2018 Jan 23',172.43,64.90,6600.00,10700.00
'2018 Jan 24',172.27,65.06,7200.00,11400.00
'2018 Jan 25',172.32,63.64,7200.00,9130.00
'2018 Jan 26',172.20,65.06,7400.00,10800.00
'2018 Jan 27',172.29,64.37,7600.00,8180.00
'2018 Jan 28',172.23,64.99,7800.00,9420.00
'2018 Jan 29',172.05,65.25,7800.00,11900.00
'2018 Jan 30',171.89,65.17,8200.00,12900.00
'2018 Jan 31',171.77,64.89,8100.00,12600.00
'2018 Feb 01',171.60,65.06,7900.00,12400.00
'2018 Feb 02',171.41,64.91,7900.00,11700.00
'2018 Feb 03',171.21,67.10,26000.00,21200.00
'2018 Feb 04',170.18,65.01,7400.00,13000.00
'2018 Feb 05',170.85,65.13,7400.00,12500.00
'2018 Feb 06',170.65,64.95,7400.00,11800.00
'2018 Feb 07',170.45,64.61,7200.00,11800.00
'2018 Feb 08',170.26,65.00,7180.00,11800.00
'2018 Feb 09',170.24,65.15,6700.00,10800.00
'2018 Feb 10',170.18,64.89,6600.00,10100.00
'2018 Feb 11',170.07,64.85,6600.00,10100.00
'2018 Feb 12',169.95,65.11,5800.00,8440.00
'2018 Feb 13',169.85,65.36,5500.00,8460.00
'2018 Feb 14',169.71,65.63,5500.00,8510.00
'2018 Feb 15',169.56,65.48,5300.00,8480.00
'2018 Feb 16',169.40,65.30,5000.00,8490.00
'2018 Feb 17',169.17,65.25,4800.00,8500.00
'2018 Feb 18',168.91,65.31,4300.00,8520.00
'2018 Feb 19',168.70,65.27,4100.00,8520.00
'2018 Feb 20',168.44,65.30,4100.00,8550.00
'2018 Feb 21',168.24,65.09,4300.00,8550.00
'2018 Feb 22',168.09,65.06,4300.00,8570.00
'2018 Feb 23',167.73,64.50,4500.00,8570.00
'2018 Feb 24',167.46,65.19,4500.00,8650.00
'2018 Feb 25',167.16,64.96,4400.00,8630.00
'2018 Feb 26',170.65,64.95,7400.00,11800.00
'2018 Feb 27',170.45,64.61,7200.00,11800.00
'2018 Feb 28',170.26,65.00,7180.00,11800.00
'2018 Mar 01',165.89,65.32,4300.00,8770.00
'2018 Mar 02',165.56,65.27,4200.00,8780.00
'2018 Mar 03',165.26,65.96,4300.00,8920.00
'2018 Mar 04',165.20,66.33,4300.00,8960.00
'2018 Mar 05',164.75,66.25,4800.00,8970.00
'2018 Mar 06',164.47,65.80,4900.00,8960.00
'2018 Mar 07',164.28,65.72,4900.00,8950.00
'2018 Mar 08',163.99,65.69,5000.00,8990.00
'2018 Mar 09',163.77,65.83,5400.00,9030.00
'2018 Mar 10',163.65,65.83,5500.00,9030.00
'2018 Mar 11',163.43,65.66,5500.00,9040.00
'2018 Mar 12',163.26,65.84,5600.00,9040.00
'2018 Mar 13',163.16,65.83,5700.00,9090.00
'2018 Mar 14',163.00,66.08,5700.00,9110.00
'2018 Mar 15',162.74,65.77,5700.00,9100.00
'2018 Mar 16',162.38,65.82,5700.00,9150.00
'2018 Mar 17',162.25,65.82,5800.00,9150.00
'2018 Mar 18',162.09,65.74,5800.00,9160.00
'2018 Mar 19',161.86,65.79,5800.00,9180.00
'2018 Mar 20',161.67,65.87,5800.00,9220.00
'2018 Mar 21',161.64,65.60,6200.00,9190.00
'2018 Mar 22',161.67,64.98,6700.00,9150.00
'2018 Mar 23',161.65,64.86,7000.00,9140.00
'2018 Mar 24',161.57,65.06,6800.00,9170.00
'2018 Mar 25',161.63,65.37,7000.00,9190.00
'2018 Mar 26',161.67,65.43,7200.00,9160.00
'2018 Mar 27',161.71,64.83,7400.00,9140.00
'2018 Mar 28',161.67,64.62,7300.00,9090.00
'2018 Mar 29',161.57,64.79,7000.00,9140.00
'2018 Mar 30',161.59,65.01,7400.00,9180.00
'2018 Mar 31',161.75,64.93,8300.00,9140.00
'2018 Apr 01',,,,
'2018 Apr 02',,,,
'2018 Apr 03',,,,
'2018 Apr 04',,,,
'2018 Apr 05',,,,
'2018 Apr 06',,,,
'2018 Apr 07',,,,
'2018 Apr 08',,,,
'2018 Apr 09',,,,
'2018 Apr 10',,,,
'2018 Apr 11',,,,
'2018 Apr 12',,,,
'2018 Apr 13',,,,
'2018 Apr 14',,,,
'2018 Apr 15',,,,
'2018 Apr 16',,,,
'2018 Apr 17',,,,
'2018 Apr 18',,,,
'2018 Apr 19',,,,
'2018 Apr 20',,,,
'2018 Apr 21',,,,
